strain	genbank_accession	genbank_accession_rev	date	region	country	division	location	length	host	release_date	update_date	clade_membership	sra_accessions	abbr_authors	authors	institution
AB538777	AB538777	AB538777.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538776	AB538776	AB538776.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538775	AB538775	AB538775.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538774	AB538774	AB538774.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538773	AB538773	AB538773.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538772	AB538772	AB538772.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538771	AB538771	AB538771.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538770	AB538770	AB538770.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538769	AB538769	AB538769.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538768	AB538768	AB538768.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538767	AB538767	AB538767.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538766	AB538766	AB538766.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538765	AB538765	AB538765.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538764	AB538764	AB538764.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538763	AB538763	AB538763.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538762	AB538762	AB538762.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538761	AB538761	AB538761.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538760	AB538760	AB538760.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538759	AB538759	AB538759.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538758	AB538758	AB538758.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538757	AB538757	AB538757.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538756	AB538756	AB538756.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538755	AB538755	AB538755.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538754	AB538754	AB538754.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538753	AB538753	AB538753.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538752	AB538752	AB538752.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538751	AB538751	AB538751.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538750	AB538750	AB538750.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538749	AB538749	AB538749.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538748	AB538748	AB538748.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538747	AB538747	AB538747.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538746	AB538746	AB538746.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538745	AB538745	AB538745.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538744	AB538744	AB538744.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538743	AB538743	AB538743.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538742	AB538742	AB538742.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538741	AB538741	AB538741.1	2008-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538740	AB538740	AB538740.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538739	AB538739	AB538739.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538738	AB538738	AB538738.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538737	AB538737	AB538737.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538736	AB538736	AB538736.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538735	AB538735	AB538735.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538734	AB538734	AB538734.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538733	AB538733	AB538733.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538732	AB538732	AB538732.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538731	AB538731	AB538731.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538730	AB538730	AB538730.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538729	AB538729	AB538729.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538728	AB538728	AB538728.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538727	AB538727	AB538727.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538726	AB538726	AB538726.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538725	AB538725	AB538725.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538724	AB538724	AB538724.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538723	AB538723	AB538723.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538722	AB538722	AB538722.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538721	AB538721	AB538721.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538720	AB538720	AB538720.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538719	AB538719	AB538719.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538718	AB538718	AB538718.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538717	AB538717	AB538717.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538716	AB538716	AB538716.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538715	AB538715	AB538715.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538714	AB538714	AB538714.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
